fac1,fac2,cite
http://vivo.brown.edu/individual/pweber,http://vivo.brown.edu/individual/hjonsson,http://vivo.brown.edu/individual/n765
http://vivo.brown.edu/individual/gchoudha,http://vivo.brown.edu/individual/eoharrin,http://vivo.brown.edu/individual/n70783
http://vivo.brown.edu/individual/eoharrin,http://vivo.brown.edu/individual/gchoudha,http://vivo.brown.edu/individual/n70783
http://vivo.brown.edu/individual/ac67,http://vivo.brown.edu/individual/rbrownph,http://vivo.brown.edu/individual/n14583
http://vivo.brown.edu/individual/ac67,http://vivo.brown.edu/individual/bdgreenb,http://vivo.brown.edu/individual/n14583
http://vivo.brown.edu/individual/rbrownph,http://vivo.brown.edu/individual/ac67,http://vivo.brown.edu/individual/n14583
http://vivo.brown.edu/individual/rbrownph,http://vivo.brown.edu/individual/bdgreenb,http://vivo.brown.edu/individual/n14583
http://vivo.brown.edu/individual/bdgreenb,http://vivo.brown.edu/individual/ac67,http://vivo.brown.edu/individual/n14583
http://vivo.brown.edu/individual/bdgreenb,http://vivo.brown.edu/individual/rbrownph,http://vivo.brown.edu/individual/n14583
http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/n23197
http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/n23197
http://vivo.brown.edu/individual/bborsari,http://vivo.brown.edu/individual/nbarnett,http://vivo.brown.edu/individual/n29954
http://vivo.brown.edu/individual/bborsari,http://vivo.brown.edu/individual/ckahlerm,http://vivo.brown.edu/individual/n29954
http://vivo.brown.edu/individual/bborsari,http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/n29954
http://vivo.brown.edu/individual/nbarnett,http://vivo.brown.edu/individual/bborsari,http://vivo.brown.edu/individual/n29954
http://vivo.brown.edu/individual/nbarnett,http://vivo.brown.edu/individual/ckahlerm,http://vivo.brown.edu/individual/n29954
http://vivo.brown.edu/individual/nbarnett,http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/n29954
http://vivo.brown.edu/individual/ckahlerm,http://vivo.brown.edu/individual/bborsari,http://vivo.brown.edu/individual/n29954
http://vivo.brown.edu/individual/ckahlerm,http://vivo.brown.edu/individual/nbarnett,http://vivo.brown.edu/individual/n29954
http://vivo.brown.edu/individual/ckahlerm,http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/n29954
http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/bborsari,http://vivo.brown.edu/individual/n29954
http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/nbarnett,http://vivo.brown.edu/individual/n29954
http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/ckahlerm,http://vivo.brown.edu/individual/n29954
http://vivo.brown.edu/individual/bborsari,http://vivo.brown.edu/individual/nbarnett,http://vivo.brown.edu/individual/n91838
http://vivo.brown.edu/individual/nbarnett,http://vivo.brown.edu/individual/bborsari,http://vivo.brown.edu/individual/n91838
http://vivo.brown.edu/individual/srasmuss,http://vivo.brown.edu/individual/bdgreenb,http://vivo.brown.edu/individual/n77407
http://vivo.brown.edu/individual/bdgreenb,http://vivo.brown.edu/individual/srasmuss,http://vivo.brown.edu/individual/n77407
http://vivo.brown.edu/individual/bgaudian,http://vivo.brown.edu/individual/lweinsto,http://vivo.brown.edu/individual/n63669
http://vivo.brown.edu/individual/lweinsto,http://vivo.brown.edu/individual/bgaudian,http://vivo.brown.edu/individual/n63669
http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/jw13,http://vivo.brown.edu/individual/n34824
http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/n34824
http://vivo.brown.edu/individual/jw13,http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/n34824
http://vivo.brown.edu/individual/jw13,http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/n34824
http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/n34824
http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/jw13,http://vivo.brown.edu/individual/n34824
http://vivo.brown.edu/individual/lcarpent,http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/n16258
http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/lcarpent,http://vivo.brown.edu/individual/n16258
http://vivo.brown.edu/individual/ssheinko,http://vivo.brown.edu/individual/llagasse,http://vivo.brown.edu/individual/n95261
http://vivo.brown.edu/individual/llagasse,http://vivo.brown.edu/individual/ssheinko,http://vivo.brown.edu/individual/n95261
http://vivo.brown.edu/individual/ed12,http://vivo.brown.edu/individual/gjaymdph,http://vivo.brown.edu/individual/n63548
http://vivo.brown.edu/individual/gjaymdph,http://vivo.brown.edu/individual/ed12,http://vivo.brown.edu/individual/n63548
http://vivo.brown.edu/individual/jkurtis,http://vivo.brown.edu/individual/jffriedm,http://vivo.brown.edu/individual/n50539
http://vivo.brown.edu/individual/jffriedm,http://vivo.brown.edu/individual/jkurtis,http://vivo.brown.edu/individual/n50539
http://vivo.brown.edu/individual/jrichmph,http://vivo.brown.edu/individual/emylonak,http://vivo.brown.edu/individual/n85851
http://vivo.brown.edu/individual/emylonak,http://vivo.brown.edu/individual/jrichmph,http://vivo.brown.edu/individual/n85851
http://vivo.brown.edu/individual/jcrisco,http://vivo.brown.edu/individual/ahdaniel,http://vivo.brown.edu/individual/n83740
http://vivo.brown.edu/individual/ahdaniel,http://vivo.brown.edu/individual/jcrisco,http://vivo.brown.edu/individual/n83740
http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/jw13,http://vivo.brown.edu/individual/n8410
http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/n8410
http://vivo.brown.edu/individual/jw13,http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/n8410
http://vivo.brown.edu/individual/jw13,http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/n8410
http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/n8410
http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/jw13,http://vivo.brown.edu/individual/n8410
http://vivo.brown.edu/individual/agjelsvi,http://vivo.brown.edu/individual/eloucks,http://vivo.brown.edu/individual/n60652
http://vivo.brown.edu/individual/agjelsvi,http://vivo.brown.edu/individual/rkohnmd,http://vivo.brown.edu/individual/n60652
http://vivo.brown.edu/individual/eloucks,http://vivo.brown.edu/individual/agjelsvi,http://vivo.brown.edu/individual/n60652
http://vivo.brown.edu/individual/eloucks,http://vivo.brown.edu/individual/rkohnmd,http://vivo.brown.edu/individual/n60652
http://vivo.brown.edu/individual/rkohnmd,http://vivo.brown.edu/individual/agjelsvi,http://vivo.brown.edu/individual/n60652
http://vivo.brown.edu/individual/rkohnmd,http://vivo.brown.edu/individual/eloucks,http://vivo.brown.edu/individual/n60652
http://vivo.brown.edu/individual/bclyne,http://vivo.brown.edu/individual/ajmcgreg,http://vivo.brown.edu/individual/n76043
http://vivo.brown.edu/individual/ajmcgreg,http://vivo.brown.edu/individual/bclyne,http://vivo.brown.edu/individual/n76043
http://vivo.brown.edu/individual/drohseno,http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/n64863
http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/drohseno,http://vivo.brown.edu/individual/n64863
http://vivo.brown.edu/individual/echen13,http://vivo.brown.edu/individual/isarkar,http://vivo.brown.edu/individual/n16662
http://vivo.brown.edu/individual/isarkar,http://vivo.brown.edu/individual/echen13,http://vivo.brown.edu/individual/n16662
http://vivo.brown.edu/individual/mlurieph,http://vivo.brown.edu/individual/aharriso,http://vivo.brown.edu/individual/n24460
http://vivo.brown.edu/individual/aharriso,http://vivo.brown.edu/individual/mlurieph,http://vivo.brown.edu/individual/n24460
http://vivo.brown.edu/individual/wfairbro,http://vivo.brown.edu/individual/rsoemedi,http://vivo.brown.edu/individual/n70147
http://vivo.brown.edu/individual/rsoemedi,http://vivo.brown.edu/individual/wfairbro,http://vivo.brown.edu/individual/n70147
http://vivo.brown.edu/individual/aspirito,http://vivo.brown.edu/individual/sb38,http://vivo.brown.edu/individual/n9618
http://vivo.brown.edu/individual/sb38,http://vivo.brown.edu/individual/aspirito,http://vivo.brown.edu/individual/n9618
http://vivo.brown.edu/individual/bborsari,http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/n17052
http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/bborsari,http://vivo.brown.edu/individual/n17052
http://vivo.brown.edu/individual/vmor,http://vivo.brown.edu/individual/dtyler,http://vivo.brown.edu/individual/n52378
http://vivo.brown.edu/individual/dtyler,http://vivo.brown.edu/individual/vmor,http://vivo.brown.edu/individual/n52378
http://vivo.brown.edu/individual/egartman,http://vivo.brown.edu/individual/dmartin,http://vivo.brown.edu/individual/n28281
http://vivo.brown.edu/individual/egartman,http://vivo.brown.edu/individual/nwardmd,http://vivo.brown.edu/individual/n28281
http://vivo.brown.edu/individual/dmartin,http://vivo.brown.edu/individual/egartman,http://vivo.brown.edu/individual/n28281
http://vivo.brown.edu/individual/dmartin,http://vivo.brown.edu/individual/nwardmd,http://vivo.brown.edu/individual/n28281
http://vivo.brown.edu/individual/nwardmd,http://vivo.brown.edu/individual/egartman,http://vivo.brown.edu/individual/n28281
http://vivo.brown.edu/individual/nwardmd,http://vivo.brown.edu/individual/dmartin,http://vivo.brown.edu/individual/n28281
http://vivo.brown.edu/individual/srasmuss,http://vivo.brown.edu/individual/bdgreenb,http://vivo.brown.edu/individual/n85566
http://vivo.brown.edu/individual/bdgreenb,http://vivo.brown.edu/individual/srasmuss,http://vivo.brown.edu/individual/n85566
http://vivo.brown.edu/individual/jsedivy,http://vivo.brown.edu/individual/kboekelh,http://vivo.brown.edu/individual/n92526
http://vivo.brown.edu/individual/kboekelh,http://vivo.brown.edu/individual/jsedivy,http://vivo.brown.edu/individual/n92526
http://vivo.brown.edu/individual/mlurieph,http://vivo.brown.edu/individual/smcgarve,http://vivo.brown.edu/individual/n71435
http://vivo.brown.edu/individual/smcgarve,http://vivo.brown.edu/individual/mlurieph,http://vivo.brown.edu/individual/n71435
http://vivo.brown.edu/individual/myajima,http://vivo.brown.edu/individual/gwessel,http://vivo.brown.edu/individual/n77688
http://vivo.brown.edu/individual/gwessel,http://vivo.brown.edu/individual/myajima,http://vivo.brown.edu/individual/n77688
http://vivo.brown.edu/individual/mli1,http://vivo.brown.edu/individual/jaliotta,http://vivo.brown.edu/individual/n47230
http://vivo.brown.edu/individual/jaliotta,http://vivo.brown.edu/individual/mli1,http://vivo.brown.edu/individual/n47230
http://vivo.brown.edu/individual/ldworkin,http://vivo.brown.edu/individual/rgong,http://vivo.brown.edu/individual/n7821
http://vivo.brown.edu/individual/rgong,http://vivo.brown.edu/individual/ldworkin,http://vivo.brown.edu/individual/n7821
http://vivo.brown.edu/individual/jtidey,http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/n92663
http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/jtidey,http://vivo.brown.edu/individual/n92663
http://vivo.brown.edu/individual/chart,http://vivo.brown.edu/individual/ejelalia,http://vivo.brown.edu/individual/n92061
http://vivo.brown.edu/individual/chart,http://vivo.brown.edu/individual/mcarskad,http://vivo.brown.edu/individual/n92061
http://vivo.brown.edu/individual/ejelalia,http://vivo.brown.edu/individual/chart,http://vivo.brown.edu/individual/n92061
http://vivo.brown.edu/individual/ejelalia,http://vivo.brown.edu/individual/mcarskad,http://vivo.brown.edu/individual/n92061
http://vivo.brown.edu/individual/mcarskad,http://vivo.brown.edu/individual/chart,http://vivo.brown.edu/individual/n92061
http://vivo.brown.edu/individual/mcarskad,http://vivo.brown.edu/individual/ejelalia,http://vivo.brown.edu/individual/n92061
http://vivo.brown.edu/individual/rmillike,http://vivo.brown.edu/individual/jmustard,http://vivo.brown.edu/individual/n56037
http://vivo.brown.edu/individual/jmustard,http://vivo.brown.edu/individual/rmillike,http://vivo.brown.edu/individual/n56037
http://vivo.brown.edu/individual/emmorrow,http://vivo.brown.edu/individual/rm4,http://vivo.brown.edu/individual/n36350
http://vivo.brown.edu/individual/rm4,http://vivo.brown.edu/individual/emmorrow,http://vivo.brown.edu/individual/n36350
http://vivo.brown.edu/individual/ldworkin,http://vivo.brown.edu/individual/rgong,http://vivo.brown.edu/individual/n10655
http://vivo.brown.edu/individual/rgong,http://vivo.brown.edu/individual/ldworkin,http://vivo.brown.edu/individual/n10655
http://vivo.brown.edu/individual/dmorrisp,http://vivo.brown.edu/individual/rgong,http://vivo.brown.edu/individual/n4099
http://vivo.brown.edu/individual/rgong,http://vivo.brown.edu/individual/dmorrisp,http://vivo.brown.edu/individual/n4099
http://vivo.brown.edu/individual/jkurtis,http://vivo.brown.edu/individual/jffriedm,http://vivo.brown.edu/individual/n86090
http://vivo.brown.edu/individual/jkurtis,http://vivo.brown.edu/individual/smcgarve,http://vivo.brown.edu/individual/n86090
http://vivo.brown.edu/individual/jffriedm,http://vivo.brown.edu/individual/jkurtis,http://vivo.brown.edu/individual/n86090
http://vivo.brown.edu/individual/jffriedm,http://vivo.brown.edu/individual/smcgarve,http://vivo.brown.edu/individual/n86090
http://vivo.brown.edu/individual/smcgarve,http://vivo.brown.edu/individual/jkurtis,http://vivo.brown.edu/individual/n86090
http://vivo.brown.edu/individual/smcgarve,http://vivo.brown.edu/individual/jffriedm,http://vivo.brown.edu/individual/n86090
http://vivo.brown.edu/individual/jtidey,http://vivo.brown.edu/individual/drohseno,http://vivo.brown.edu/individual/n67543
http://vivo.brown.edu/individual/jtidey,http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/n67543
http://vivo.brown.edu/individual/drohseno,http://vivo.brown.edu/individual/jtidey,http://vivo.brown.edu/individual/n67543
http://vivo.brown.edu/individual/drohseno,http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/n67543
http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/jtidey,http://vivo.brown.edu/individual/n67543
http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/drohseno,http://vivo.brown.edu/individual/n67543
http://vivo.brown.edu/individual/drohseno,http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/n24698
http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/drohseno,http://vivo.brown.edu/individual/n24698
http://vivo.brown.edu/individual/jwandsmd,http://vivo.brown.edu/individual/wcao,http://vivo.brown.edu/individual/n50348
http://vivo.brown.edu/individual/wcao,http://vivo.brown.edu/individual/jwandsmd,http://vivo.brown.edu/individual/n50348
http://vivo.brown.edu/individual/gchoudha,http://vivo.brown.edu/individual/qilu,http://vivo.brown.edu/individual/n79158
http://vivo.brown.edu/individual/gchoudha,http://vivo.brown.edu/individual/srounds,http://vivo.brown.edu/individual/n79158
http://vivo.brown.edu/individual/qilu,http://vivo.brown.edu/individual/gchoudha,http://vivo.brown.edu/individual/n79158
http://vivo.brown.edu/individual/qilu,http://vivo.brown.edu/individual/srounds,http://vivo.brown.edu/individual/n79158
http://vivo.brown.edu/individual/srounds,http://vivo.brown.edu/individual/gchoudha,http://vivo.brown.edu/individual/n79158
http://vivo.brown.edu/individual/srounds,http://vivo.brown.edu/individual/qilu,http://vivo.brown.edu/individual/n79158
http://vivo.brown.edu/individual/pgozalo,http://vivo.brown.edu/individual/atuya,http://vivo.brown.edu/individual/n74088
http://vivo.brown.edu/individual/atuya,http://vivo.brown.edu/individual/pgozalo,http://vivo.brown.edu/individual/n74088
http://vivo.brown.edu/individual/vknopik,http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/n67117
http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/vknopik,http://vivo.brown.edu/individual/n67117
http://vivo.brown.edu/individual/jtaylorm,http://vivo.brown.edu/individual/swarrier,http://vivo.brown.edu/individual/n43777
http://vivo.brown.edu/individual/swarrier,http://vivo.brown.edu/individual/jtaylorm,http://vivo.brown.edu/individual/n43777
http://vivo.brown.edu/individual/jf32,http://vivo.brown.edu/individual/rc30,http://vivo.brown.edu/individual/n35482
http://vivo.brown.edu/individual/rc30,http://vivo.brown.edu/individual/jf32,http://vivo.brown.edu/individual/n35482
http://vivo.brown.edu/individual/vmor,http://vivo.brown.edu/individual/atrivedi,http://vivo.brown.edu/individual/n93419
http://vivo.brown.edu/individual/atrivedi,http://vivo.brown.edu/individual/vmor,http://vivo.brown.edu/individual/n93419
http://vivo.brown.edu/individual/mlurieph,http://vivo.brown.edu/individual/smcgarve,http://vivo.brown.edu/individual/n52692
http://vivo.brown.edu/individual/smcgarve,http://vivo.brown.edu/individual/mlurieph,http://vivo.brown.edu/individual/n52692
http://vivo.brown.edu/individual/lcarpent,http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/n37683
http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/lcarpent,http://vivo.brown.edu/individual/n37683
http://vivo.brown.edu/individual/anurmikk,http://vivo.brown.edu/individual/iozden,http://vivo.brown.edu/individual/n93620
http://vivo.brown.edu/individual/iozden,http://vivo.brown.edu/individual/anurmikk,http://vivo.brown.edu/individual/n93620
http://vivo.brown.edu/individual/jkurtis,http://vivo.brown.edu/individual/jffriedm,http://vivo.brown.edu/individual/n51001
http://vivo.brown.edu/individual/jffriedm,http://vivo.brown.edu/individual/jkurtis,http://vivo.brown.edu/individual/n51001
http://vivo.brown.edu/individual/gchoudha,http://vivo.brown.edu/individual/jklinger,http://vivo.brown.edu/individual/n8300
http://vivo.brown.edu/individual/gchoudha,http://vivo.brown.edu/individual/srounds,http://vivo.brown.edu/individual/n8300
http://vivo.brown.edu/individual/gchoudha,http://vivo.brown.edu/individual/eoharrin,http://vivo.brown.edu/individual/n8300
http://vivo.brown.edu/individual/jklinger,http://vivo.brown.edu/individual/gchoudha,http://vivo.brown.edu/individual/n8300
http://vivo.brown.edu/individual/jklinger,http://vivo.brown.edu/individual/srounds,http://vivo.brown.edu/individual/n8300
http://vivo.brown.edu/individual/jklinger,http://vivo.brown.edu/individual/eoharrin,http://vivo.brown.edu/individual/n8300
http://vivo.brown.edu/individual/srounds,http://vivo.brown.edu/individual/gchoudha,http://vivo.brown.edu/individual/n8300
http://vivo.brown.edu/individual/srounds,http://vivo.brown.edu/individual/jklinger,http://vivo.brown.edu/individual/n8300
http://vivo.brown.edu/individual/srounds,http://vivo.brown.edu/individual/eoharrin,http://vivo.brown.edu/individual/n8300
http://vivo.brown.edu/individual/eoharrin,http://vivo.brown.edu/individual/gchoudha,http://vivo.brown.edu/individual/n8300
http://vivo.brown.edu/individual/eoharrin,http://vivo.brown.edu/individual/jklinger,http://vivo.brown.edu/individual/n8300
http://vivo.brown.edu/individual/eoharrin,http://vivo.brown.edu/individual/srounds,http://vivo.brown.edu/individual/n8300
http://vivo.brown.edu/individual/ckahlerm,http://vivo.brown.edu/individual/rbrownph,http://vivo.brown.edu/individual/n770
http://vivo.brown.edu/individual/ckahlerm,http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/n770
http://vivo.brown.edu/individual/rbrownph,http://vivo.brown.edu/individual/ckahlerm,http://vivo.brown.edu/individual/n770
http://vivo.brown.edu/individual/rbrownph,http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/n770
http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/ckahlerm,http://vivo.brown.edu/individual/n770
http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/rbrownph,http://vivo.brown.edu/individual/n770
http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/n36305
http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/n36305
http://vivo.brown.edu/individual/dca,http://vivo.brown.edu/individual/kboekelh,http://vivo.brown.edu/individual/n63671
http://vivo.brown.edu/individual/kboekelh,http://vivo.brown.edu/individual/dca,http://vivo.brown.edu/individual/n63671
http://vivo.brown.edu/individual/rcretonp,http://vivo.brown.edu/individual/jkreilin,http://vivo.brown.edu/individual/n82588
http://vivo.brown.edu/individual/jkreilin,http://vivo.brown.edu/individual/rcretonp,http://vivo.brown.edu/individual/n82588
http://vivo.brown.edu/individual/mkimmd,http://vivo.brown.edu/individual/jwandsmd,http://vivo.brown.edu/individual/n74445
http://vivo.brown.edu/individual/jwandsmd,http://vivo.brown.edu/individual/mkimmd,http://vivo.brown.edu/individual/n74445
http://vivo.brown.edu/individual/jrichmph,http://vivo.brown.edu/individual/ltaylorm,http://vivo.brown.edu/individual/n60702
http://vivo.brown.edu/individual/ltaylorm,http://vivo.brown.edu/individual/jrichmph,http://vivo.brown.edu/individual/n60702
http://vivo.brown.edu/individual/lcarpent,http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/n31530
http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/lcarpent,http://vivo.brown.edu/individual/n31530
http://vivo.brown.edu/individual/ckahlerm,http://vivo.brown.edu/individual/rbrownph,http://vivo.brown.edu/individual/n73954
http://vivo.brown.edu/individual/rbrownph,http://vivo.brown.edu/individual/ckahlerm,http://vivo.brown.edu/individual/n73954
http://vivo.brown.edu/individual/lbrossay,http://vivo.brown.edu/individual/jwandsmd,http://vivo.brown.edu/individual/n71883
http://vivo.brown.edu/individual/jwandsmd,http://vivo.brown.edu/individual/lbrossay,http://vivo.brown.edu/individual/n71883
http://vivo.brown.edu/individual/eamiller,http://vivo.brown.edu/individual/dtyler,http://vivo.brown.edu/individual/n85880
http://vivo.brown.edu/individual/dtyler,http://vivo.brown.edu/individual/eamiller,http://vivo.brown.edu/individual/n85880
http://vivo.brown.edu/individual/zderdak,http://vivo.brown.edu/individual/jwandsmd,http://vivo.brown.edu/individual/n28435
http://vivo.brown.edu/individual/jwandsmd,http://vivo.brown.edu/individual/zderdak,http://vivo.brown.edu/individual/n28435
http://vivo.brown.edu/individual/lcarpent,http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/n81981
http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/lcarpent,http://vivo.brown.edu/individual/n81981
http://vivo.brown.edu/individual/smcgarve,http://vivo.brown.edu/individual/ktkelsey,http://vivo.brown.edu/individual/n26111
http://vivo.brown.edu/individual/ktkelsey,http://vivo.brown.edu/individual/smcgarve,http://vivo.brown.edu/individual/n26111
http://vivo.brown.edu/individual/vmor,http://vivo.brown.edu/individual/dtyler,http://vivo.brown.edu/individual/n24890
http://vivo.brown.edu/individual/dtyler,http://vivo.brown.edu/individual/vmor,http://vivo.brown.edu/individual/n24890
http://vivo.brown.edu/individual/sz2,http://vivo.brown.edu/individual/smossmd,http://vivo.brown.edu/individual/n51024
http://vivo.brown.edu/individual/smossmd,http://vivo.brown.edu/individual/sz2,http://vivo.brown.edu/individual/n51024
http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/n68295
http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/n68295
http://vivo.brown.edu/individual/nbarnett,http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/n90298
http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/nbarnett,http://vivo.brown.edu/individual/n90298
http://vivo.brown.edu/individual/rswiftmd,http://vivo.brown.edu/individual/chaassko,http://vivo.brown.edu/individual/n60724
http://vivo.brown.edu/individual/chaassko,http://vivo.brown.edu/individual/rswiftmd,http://vivo.brown.edu/individual/n60724
http://vivo.brown.edu/individual/ceatonmd,http://vivo.brown.edu/individual/jhogansc,http://vivo.brown.edu/individual/n547
http://vivo.brown.edu/individual/jhogansc,http://vivo.brown.edu/individual/ceatonmd,http://vivo.brown.edu/individual/n547
http://vivo.brown.edu/individual/chart,http://vivo.brown.edu/individual/aspirito,http://vivo.brown.edu/individual/n10578
http://vivo.brown.edu/individual/chart,http://vivo.brown.edu/individual/ejelalia,http://vivo.brown.edu/individual/n10578
http://vivo.brown.edu/individual/aspirito,http://vivo.brown.edu/individual/chart,http://vivo.brown.edu/individual/n10578
http://vivo.brown.edu/individual/aspirito,http://vivo.brown.edu/individual/ejelalia,http://vivo.brown.edu/individual/n10578
http://vivo.brown.edu/individual/ejelalia,http://vivo.brown.edu/individual/chart,http://vivo.brown.edu/individual/n10578
http://vivo.brown.edu/individual/ejelalia,http://vivo.brown.edu/individual/aspirito,http://vivo.brown.edu/individual/n10578
http://vivo.brown.edu/individual/adahlber,http://vivo.brown.edu/individual/gjogl,http://vivo.brown.edu/individual/n30125
http://vivo.brown.edu/individual/gjogl,http://vivo.brown.edu/individual/adahlber,http://vivo.brown.edu/individual/n30125
http://vivo.brown.edu/individual/jlomas,http://vivo.brown.edu/individual/aayalaph,http://vivo.brown.edu/individual/n51774
http://vivo.brown.edu/individual/aayalaph,http://vivo.brown.edu/individual/jlomas,http://vivo.brown.edu/individual/n51774
http://vivo.brown.edu/individual/wcho,http://vivo.brown.edu/individual/clee12,http://vivo.brown.edu/individual/n84123
http://vivo.brown.edu/individual/clee12,http://vivo.brown.edu/individual/wcho,http://vivo.brown.edu/individual/n84123
http://vivo.brown.edu/individual/pgozalo,http://vivo.brown.edu/individual/vmor,http://vivo.brown.edu/individual/n66150
http://vivo.brown.edu/individual/pgozalo,http://vivo.brown.edu/individual/smillerp,http://vivo.brown.edu/individual/n66150
http://vivo.brown.edu/individual/vmor,http://vivo.brown.edu/individual/pgozalo,http://vivo.brown.edu/individual/n66150
http://vivo.brown.edu/individual/vmor,http://vivo.brown.edu/individual/smillerp,http://vivo.brown.edu/individual/n66150
http://vivo.brown.edu/individual/smillerp,http://vivo.brown.edu/individual/pgozalo,http://vivo.brown.edu/individual/n66150
http://vivo.brown.edu/individual/smillerp,http://vivo.brown.edu/individual/vmor,http://vivo.brown.edu/individual/n66150
http://vivo.brown.edu/individual/tsenn,http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/n67161
http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/tsenn,http://vivo.brown.edu/individual/n67161
http://vivo.brown.edu/individual/dmwillia,http://vivo.brown.edu/individual/bbockphd,http://vivo.brown.edu/individual/n97027
http://vivo.brown.edu/individual/dmwillia,http://vivo.brown.edu/individual/gpapando,http://vivo.brown.edu/individual/n97027
http://vivo.brown.edu/individual/bbockphd,http://vivo.brown.edu/individual/dmwillia,http://vivo.brown.edu/individual/n97027
http://vivo.brown.edu/individual/bbockphd,http://vivo.brown.edu/individual/gpapando,http://vivo.brown.edu/individual/n97027
http://vivo.brown.edu/individual/gpapando,http://vivo.brown.edu/individual/dmwillia,http://vivo.brown.edu/individual/n97027
http://vivo.brown.edu/individual/gpapando,http://vivo.brown.edu/individual/bbockphd,http://vivo.brown.edu/individual/n97027
http://vivo.brown.edu/individual/mkimmd,http://vivo.brown.edu/individual/jwandsmd,http://vivo.brown.edu/individual/n69227
http://vivo.brown.edu/individual/jwandsmd,http://vivo.brown.edu/individual/mkimmd,http://vivo.brown.edu/individual/n69227
http://vivo.brown.edu/individual/jf32,http://vivo.brown.edu/individual/rc30,http://vivo.brown.edu/individual/n7495
http://vivo.brown.edu/individual/rc30,http://vivo.brown.edu/individual/jf32,http://vivo.brown.edu/individual/n7495
http://vivo.brown.edu/individual/jhogansc,http://vivo.brown.edu/individual/vmor,http://vivo.brown.edu/individual/n47326
